Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,company_ticker
2021-11-29 00:00:00-05:00,157.56965786113295,159.36910531152054,156.9962080721001,158.42984008789062,88748200,0.0,0.0,AAPL
2021-11-30 00:00:00-05:00,158.18265071153297,163.65017890271176,158.1134342371663,163.4326629638672,174048100,0.0,0.0,AAPL
2021-12-01 00:00:00-05:00,165.58803861228046,168.37618939805733,162.67136664528138,162.90866088867188,152052500,0.0,0.0,AAPL
2021-12-02 00:00:00-05:00,156.94676965923662,162.34508131091695,156.0173861292804,161.91004943847656,136739200,0.0,0.0,AAPL
2021-12-03 00:00:00-05:00,162.16714591653846,163.09652958381486,157.91571801645367,160.0117645263672,118023100,0.0,0.0,AAPL
2021-12-06 00:00:00-05:00,162.43407523000974,165.98353190784928,162.42419362710257,163.45245361328125,107497000,0.0,0.0,AAPL
2021-12-07 00:00:00-05:00,167.16996310984328,169.64172146830487,166.438317204629,169.24623107910156,120405400,0.0,0.0,AAPL
2021-12-08 00:00:00-05:00,170.18551618141052,173.97225190501402,168.77166251508405,173.10218811035156,116998900,0.0,0.0,AAPL
2021-12-09 00:00:00-05:00,172.9340648188336,174.7532749228931,171.95524330753474,172.5880126953125,108923700,0.0,0.0,AAPL
2021-12-10 00:00:00-05:00,173.23071341119905,177.6007802266921,172.716583466313,177.4228057861328,115402700,0.0,0.0,AAPL
2021-12-13 00:00:00-05:00,179.07392820368278,180.07252814367024,173.54708064484424,173.7547149658203,153237000,0.0,0.0,AAPL
2021-12-14 00:00:00-05:00,173.2702620095019,175.73213878100339,170.26461046487788,172.36065673828125,139380400,0.0,0.0,AAPL
2021-12-15 00:00:00-05:00,173.1318512554018,177.47225853477332,170.36347874565408,177.27452087402344,131063300,0.0,0.0,AAPL
2021-12-16 00:00:00-05:00,177.25472730382413,179.0937160544805,168.8210893195471,170.31402587890625,150185800,0.0,0.0,AAPL
2021-12-17 00:00:00-05:00,168.010372981795,171.51039170495142,167.77309380491502,169.2067108154297,195432700,0.0,0.0,AAPL
2021-12-20 00:00:00-05:00,166.37900229663052,168.65302307038007,165.5682733762181,167.8323974609375,107499100,0.0,0.0,AAPL
2021-12-21 00:00:00-05:00,169.62194349055284,171.24341637324207,167.20950491441175,171.03579711914062,91185900,0.0,0.0,AAPL
2021-12-22 00:00:00-05:00,171.08523359712035,173.8733844901441,170.2052881545225,173.65586853027344,92135300,0.0,0.0,AAPL
2021-12-23 00:00:00-05:00,173.8634848091126,174.85218812884276,173.29003507329926,174.2886199951172,68356600,0.0,0.0,AAPL
2021-12-27 00:00:00-05:00,175.08947290710006,178.38185687816625,175.0697097022883,178.29287719726562,74919600,0.0,0.0,AAPL
2021-12-28 00:00:00-05:00,178.1248307633944,179.28161207778498,176.51323918927886,177.2646484375,79144300,0.0,0.0,AAPL
2021-12-29 00:00:00-05:00,177.30418424876154,178.58950169848737,176.1276247775452,177.35362243652344,62348900,0.0,0.0,AAPL
2021-12-30 00:00:00-05:00,177.44257754645633,178.53015718091913,176.07816220256936,176.18692016601562,59773000,0.0,0.0,AAPL
2021-12-31 00:00:00-05:00,176.07818656596078,177.2053078492627,175.25756092575776,175.56407165527344,64062300,0.0,0.0,AAPL
2022-01-03 00:00:00-05:00,175.82110034680522,180.81405476491472,175.7024607847352,179.95387268066406,104487900,0.0,0.0,AAPL
2022-01-04 00:00:00-05:00,180.56687596407738,180.8733715519611,177.09651796683048,177.6699676513672,99310400,0.0,0.0,AAPL
2022-01-05 00:00:00-05:00,177.58100602524672,178.1346774772195,172.66714925936517,172.94398498535156,94537600,0.0,0.0,AAPL
2022-01-06 00:00:00-05:00,170.74906564655788,173.3197003929134,169.701042508655,170.05697631835938,96904000,0.0,0.0,AAPL
