Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,company_ticker
2021-11-29 00:00:00-05:00,189.70520701114089,191.90694744847656,188.8713591149752,190.63275146484375,2519900,0.0,0.0,AMGN
2021-11-30 00:00:00-05:00,189.93945608854955,191.00753120606748,186.19182209078988,186.33236694335938,5400100,0.0,0.0,AMGN
2021-12-01 00:00:00-05:00,187.79393796139664,192.66585919669552,186.10749983869235,188.1312255859375,3057700,0.0,0.0,AMGN
2021-12-02 00:00:00-05:00,188.06563274264428,190.28611553271847,186.73522443387026,188.47787475585938,2858200,0.0,0.0,AMGN
2021-12-03 00:00:00-05:00,188.67463442475042,190.9419512325935,188.16869583934485,189.66775512695312,3591900,0.0,0.0,AMGN
2021-12-06 00:00:00-05:00,193.3591877636099,198.4278520659998,192.9750518337237,195.61712646484375,3998600,0.0,0.0,AMGN
2021-12-07 00:00:00-05:00,195.95439910866193,199.03683595444838,194.27733925196264,197.9875030517578,3309500,0.0,0.0,AMGN
2021-12-08 00:00:00-05:00,199.45843885770228,200.41408947725478,197.1536377860965,200.0580596923828,2624400,0.0,0.0,AMGN
2021-12-09 00:00:00-05:00,200.05806977920793,200.47967574270965,196.28232968831787,199.1586456298828,2699800,0.0,0.0,AMGN
2021-12-10 00:00:00-05:00,199.842578071648,200.92001708595657,196.7601412217273,197.58462524414062,2812200,0.0,0.0,AMGN
2021-12-13 00:00:00-05:00,197.15363169607778,199.73950808133242,195.81385951938316,198.05307006835938,2721300,0.0,0.0,AMGN
2021-12-14 00:00:00-05:00,197.98752007863706,201.25732174271914,196.9662789022043,200.2548370361328,2602600,0.0,0.0,AMGN
2021-12-15 00:00:00-05:00,200.49843577403433,205.6514329551427,199.67395165030808,205.41720581054688,3924500,0.0,0.0,AMGN
2021-12-16 00:00:00-05:00,206.11986848840712,216.46333196227346,206.11986848840712,208.53709411621094,6027200,0.0,0.0,AMGN
2021-12-17 00:00:00-05:00,208.64014257633787,210.01739912540808,205.48276571153423,208.46212768554688,6424000,0.0,0.0,AMGN
2021-12-20 00:00:00-05:00,208.2279276097096,208.45279081086372,204.89253542108597,206.1105194091797,2922200,0.0,0.0,AMGN
2021-12-21 00:00:00-05:00,206.63517520749042,209.16482533099907,206.08240261640051,206.98182678222656,2987500,0.0,0.0,AMGN
2021-12-22 00:00:00-05:00,206.11983036452892,207.899950453788,204.02115058149894,207.5532989501953,2677700,0.0,0.0,AMGN
2021-12-23 00:00:00-05:00,208.3403223399933,210.31719969283293,207.5252165832407,209.6707305908203,1668800,0.0,0.0,AMGN
2021-12-27 00:00:00-05:00,209.68945762386255,211.23536499447997,208.621382666021,210.96365356445312,1763200,0.0,0.0,AMGN
2021-12-28 00:00:00-05:00,210.96366710096476,212.65946905286705,210.85124266537414,211.52581787109375,1304500,0.0,0.0,AMGN
2021-12-29 00:00:00-05:00,211.34779748428718,213.81187113817268,210.79502496223373,213.2403564453125,1389400,0.0,0.0,AMGN
2021-12-30 00:00:00-05:00,213.24035166247535,215.0673201327433,211.87245914601814,212.181640625,1507400,0.0,0.0,AMGN
2021-12-31 00:00:00-05:00,211.98492717199332,213.37156214400574,210.61704867031185,210.7763214111328,1668400,0.0,0.0,AMGN
2022-01-03 00:00:00-05:00,209.52083413416364,212.65010481985095,208.02177494662743,212.3877716064453,2742800,0.0,0.0,AMGN
2022-01-04 00:00:00-05:00,211.51643874112608,214.36464833011505,210.10171218028302,213.4652099609375,2491700,0.0,0.0,AMGN
2022-01-05 00:00:00-05:00,212.71569780958,215.36715055842026,210.3546987020786,210.93557739257812,2806000,0.0,0.0,AMGN
2022-01-06 00:00:00-05:00,210.9355474573589,212.35965216651,209.57703319548568,210.96365356445312,2198300,0.0,0.0,AMGN
2022-01-07 00:00:00-05:00,209.43649887158813,213.79313153890115,209.43649887158813,212.9499053955078,2343000,0.0,0.0,AMGN
2022-01-10 00:00:00-05:00,214.78626888454852,216.0885710989624,211.7413163267523,215.83560180664062,3191900,0.0,0.0,AMGN
2022-01-11 00:00:00-05:00,215.9292971598549,217.84058415665436,213.71819258923426,217.7187957763672,2317900,0.0,0.0,AMGN
2022-01-12 00:00:00-05:00,217.7187866276045,217.93427156467808,214.1023194978643,217.1378936767578,1885800,0.0,0.0,AMGN
2022-01-13 00:00:00-05:00,217.40961139147493,218.51515651413183,215.7981276937026,216.2853240966797,2152900,0.0,0.0,AMGN
2022-01-14 00:00:00-05:00,216.13539701615477,220.92299942190556,215.47956400771372,220.51075744628906,3012000,0.0,0.0,AMGN
2022-01-18 00:00:00-05:00,218.78686169797598,219.95799724147906,217.08168148451318,219.07730102539062,3720400,0.0,0.0,AMGN
2022-01-19 00:00:00-05:00,219.04919553206994,219.5457558602247,216.14477365757887,216.70692443847656,2061200,0.0,0.0,AMGN
2022-01-20 00:00:00-05:00,218.98361314080176,218.98361314080176,214.37402517444715,214.45834350585938,2093700,0.0,0.0,AMGN
2022-01-21 00:00:00-05:00,216.05108398519425,216.85682578561284,212.9686473258828,213.352783203125,3534800,0.0,0.0,AMGN
2022-01-24 00:00:00-05:00,213.12791970909012,214.6831910905728,206.10110668007675,211.81625366210938,4419100,0.0,0.0,AMGN
2022-01-25 00:00:00-05:00,209.56767709379326,213.14667426667936,208.24664703259631,210.8418731689453,2769900,0.0,0.0,AMGN
2022-01-26 00:00:00-05:00,207.63763400449642,212.6126152964735,207.16917980681743,208.4995880126953,2861600,0.0,0.0,AMGN
2022-01-27 00:00:00-05:00,208.36843343823318,213.65259652126198,208.2841151088443,209.86749267578125,2744000,0.0,0.0,AMGN
2022-01-28 00:00:00-05:00,209.91435146494715,214.6925762186448,208.22791331231127,214.68321228027344,2502100,0.0,0.0,AMGN
2022-01-31 00:00:00-05:00,212.6594784222471,213.55891683486348,211.29160007533523,212.80938720703125,4504300,0.0,0.0,AMGN
2022-02-01 00:00:00-05:00,212.80939499112355,214.7394242035279,211.29160780391027,214.25222778320312,2498200,0.0,0.0,AMGN
2022-02-02 00:00:00-05:00,213.7462683785027,214.6831767196544,211.49769407817334,214.48641967773438,2397800,0.0,0.0,AMGN
2022-02-03 00:00:00-05:00,214.23352628059513,214.55207177706257,209.6333015725666,209.90499877929688,3002400,0.0,0.0,AMGN
2022-02-04 00:00:00-05:00,208.10610466075886,210.57954244827846,207.02866563932025,208.09674072265625,3162000,0.0,0.0,AMGN
2022-02-07 00:00:00-05:00,208.07798886165642,210.57953264309356,206.71011056575304,209.42713928222656,3596400,0.0,0.0,AMGN
2022-02-08 00:00:00-05:00,218.24346208381013,229.2708788187664,217.55952290112472,225.80430603027344,8394800,0.0,0.0,AMGN
2022-02-09 00:00:00-05:00,225.83241563894023,225.83241563894023,220.4733122404164,222.22532653808594,5075200,0.0,0.0,AMGN
2022-02-10 00:00:00-05:00,220.17352654196986,221.2416018010107,213.34346896633096,214.38343811035156,5035000,0.0,0.0,AMGN
2022-02-11 00:00:00-05:00,214.102323059374,216.8662001284627,213.75565721143272,213.80250549316406,3557700,0.0,0.0,AMGN
2022-02-14 00:00:00-05:00,214.13323342197154,214.4356072600867,208.69981879393197,211.9220733642578,3931500,1.94,0.0,AMGN
2022-02-15 00:00:00-05:00,212.61189596822922,213.7080318701455,209.04001726945634,211.61026000976562,2474500,0.0,0.0,AMGN
2022-02-16 00:00:00-05:00,211.16612680269085,212.706386416477,208.86991093103012,210.40072631835938,2369000,0.0,0.0,AMGN
2022-02-17 00:00:00-05:00,209.2856697077163,210.99601176355426,207.3485364682982,209.4746551513672,2157000,0.0,0.0,AMGN
2022-02-18 00:00:00-05:00,208.803777334287,211.64804677950937,207.68873858395173,208.6147918701172,2795800,0.0,0.0,AMGN
2022-02-22 00:00:00-05:00,208.60532270611733,210.62749734996876,207.2257159104426,209.21954345703125,2835900,0.0,0.0,AMGN
2022-02-23 00:00:00-05:00,210.41961799176806,211.43071256611682,208.47304033054823,208.83212280273438,2994800,0.0,0.0,AMGN
2022-02-24 00:00:00-05:00,206.87608129748355,207.7926759081179,202.5860522855932,207.19737243652344,3746700,0.0,0.0,AMGN
2022-02-25 00:00:00-05:00,210.24006181149326,215.57897608496128,209.73924391689883,214.53009033203125,3557100,0.0,0.0,AMGN
2022-02-28 00:00:00-05:00,211.6952718705667,214.2655142534731,210.27785942787557,214.0103759765625,4738100,0.0,0.0,AMGN
2022-03-01 00:00:00-05:00,212.87647167531372,215.2482702257173,211.42126775604882,212.81033325195312,4573500,0.0,0.0,AMGN
2022-03-02 00:00:00-05:00,212.64965061438696,217.71453815033232,212.281123968356,216.0041961669922,3387200,0.0,0.0,AMGN
2022-03-03 00:00:00-05:00,218.16813043864042,221.3714820212217,217.34602140721796,219.8312225341797,3638400,0.0,0.0,AMGN
2022-03-04 00:00:00-05:00,217.99805245435329,222.76056680927442,217.46888739684348,220.0863800048828,3764400,0.0,0.0,AMGN
2022-03-07 00:00:00-05:00,218.55554989678882,226.46472138481042,218.49885570425323,221.45652770996094,3713200,0.0,0.0,AMGN
2022-03-08 00:00:00-05:00,220.9840561171527,223.83778395379758,217.8657457704788,218.3760223388672,2974900,0.0,0.0,AMGN
2022-03-09 00:00:00-05:00,221.33367978479896,221.61716516499538,217.74289861253027,218.71620178222656,2640900,0.0,0.0,AMGN
2022-03-10 00:00:00-05:00,217.01531187258075,217.7334623658861,213.632418893907,214.4545135498047,3957200,0.0,0.0,AMGN
2022-03-11 00:00:00-05:00,215.55066162534314,217.36494804210813,214.2844431498926,216.2499237060547,2667000,0.0,0.0,AMGN
2022-03-14 00:00:00-04:00,218.35713959397097,219.65170516726312,216.31606196962713,216.59010314941406,2902700,0.0,0.0,AMGN
2022-03-15 00:00:00-04:00,218.64060162958668,220.2280966663862,215.55063842457992,218.81068420410156,3178200,0.0,0.0,AMGN
2022-03-16 00:00:00-04:00,219.71786386278512,219.71786386278512,215.8719439472867,218.91465759277344,4220300,0.0,0.0,AMGN
2022-03-17 00:00:00-04:00,218.96187414040986,223.544846781631,218.48940332868253,222.87393188476562,3262300,0.0,0.0,AMGN
